pcode,name,hierarchy,parent_pcode
PH063016016,Libo-o,ASM4,PH063016000
PH063035026,Libo-o,ASM4,PH063035000
PH072239008,Libo-o,ASM4,PH072239000
PH063020022,Libo-on Gonzales (Pob.),ASM4,PH063020000
PH050502021,Libod,ASM4,PH050502000
PH050510015,Libod,ASM4,PH050510000
PH051736011,Libod,ASM4,PH051736000
PH052006010,Libod (Pob.),ASM4,PH052006000
PH051718031,Libod I,ASM4,PH051718000
PH051718032,Libod II,ASM4,PH051718000
PH052003017,Libod Poblacion,ASM4,PH052003000
PH118203015,Libodon,ASM4,PH118203000
PH112319008,Liboganon,ASM4,PH112319000
PH061909027,Libon,ASM4,PH061909000
PH084806018,Libon,ASM4,PH084806000
PH104308019,Libon,ASM4,PH104308000
PH083726006,Libongao,ASM4,PH083726000
PH063047013,Libongcogon,ASM4,PH063047000
PH124710015,Liboo,ASM4,PH124710000
PH101301007,Liboran,ASM4,PH101301000
PH051730021,Liboro,ASM4,PH051730000
PH071210018,Liboron,ASM4,PH071210000
PH071213016,Liboron,ASM4,PH071213000
PH072215013,Liboron,ASM4,PH072215000
PH104217006,Liboron,ASM4,PH104217000
PH063013043,Libot,ASM4,PH063013000
PH051724018,Liboton,ASM4,PH051724000
PH015539009,Libsong,ASM4,PH015539000
PH015522017,Libsong East,ASM4,PH015522000
PH015522018,Libsong West,ASM4,PH015522000
PH174003014,Libtangin,ASM4,PH174003000
PH140107007,Libtec,ASM4,PH140107000
PH012802013,Libtong,ASM4,PH012802000
PH012933026,Libtong,ASM4,PH012933000
PH013308007,Libtong,ASM4,PH013308000
PH031412012,Libtong,ASM4,PH031412000
PH050507020,Libtong,ASM4,PH050507000
PH050518014,Libtong,ASM4,PH050518000
PH054105015,Libtong,ASM4,PH054105000
PH056206014,Libtong,ASM4,PH056206000
PH087808025,Libtong,ASM4,PH087808000
PH175212006,Libtong,ASM4,PH175212000
PH175902006,Libtong,ASM4,PH175902000
PH083743009,Libtong (East Poblacion),ASM4,PH083743000
PH126509021,Libua,ASM4,PH126509000
PH160307010,Libuac,ASM4,PH160307000
PH166724023,Libuac,ASM4,PH166724000
PH112317019,Libuak,ASM4,PH112317000
PH086020027,Libucan Dacu,ASM4,PH086020000
PH086020028,Libucan Gote,ASM4,PH086020000
PH097220015,Libucon,ASM4,PH097220000
PH112509016,Libudon,ASM4,PH112509000
PH036903025,Libueg,ASM4,PH036903000
PH150705024,Libug,ASM4,PH150705000
PH097324015,Libuganan,ASM4,PH097324000
PH153834007,Libungan,ASM4,PH153834000
PH124711016,Libungan Torreta,ASM4,PH124711000
PH072214006,Liburon,ASM4,PH072214000
PH072241011,Liburon,ASM4,PH072241000
PH153820007,Libutan,ASM4,PH153820000
PH153837015,Libutan,ASM4,PH153837000
PH082604028,Libuton,ASM4,PH082604000
PH097207005,Libuton,ASM4,PH097207000
PH112324005,Libuton,ASM4,PH112324000
PH097308017,Licabang,ASM4,PH097308000
PH034917013,Licaong,ASM4,PH034917000
PH103522012,Licapao,ASM4,PH103522000
PH031406007,Liciada,ASM4,PH031406000
PH031422011,Lico,ASM4,PH031422000
PH063002030,Lico,ASM4,PH063002000
PH087808012,Lico,ASM4,PH087808000
PH153637009,Lico,ASM4,PH153637000
PH175903008,Lico,ASM4,PH175903000
PH063007016,Lico-an,ASM4,PH063007000
PH076104010,Lico-an,ASM4,PH076104000
PH101319003,Licoan,ASM4,PH101319000
PH083748042,Licod (Pob.),ASM4,PH083748000
PH071239011,Licolico,ASM4,PH071239000
PH097332100,Licomo,ASM4,PH097332000
PH072223020,Licos,ASM4,PH072223000
PH015525024,Licsi,ASM4,PH015525000
PH052008020,Lictin,ASM4,PH052008000
PH063016017,Licu-an,ASM4,PH063016000
PH083738097,Licuma,ASM4,PH083738000
PH012931004,Licungan (Cullang),ASM4,PH012931000
PH112317020,Licup,ASM4,PH112317000
PH156601019,Licup,ASM4,PH156601000
PH097318038,Licuro-an,ASM4,PH097318000
PH153610036,Lidasan,ASM4,PH153610000
PH050514028,Lidong,ASM4,PH050514000
PH050516005,Lidong,ASM4,PH050516000
PH051601009,Lidong,ASM4,PH051601000
PH051711023,Lidong,ASM4,PH051711000
PH051729011,Lidong,ASM4,PH051729000
PH126509043,Ligao,ASM4,PH126509000
PH031410022,Ligas,ASM4,PH031410000
PH042103010,Ligas I,ASM4,PH042103000
PH042103035,Ligas II,ASM4,PH042103000
PH042103036,Ligas III,ASM4,PH042103000
PH012815008,Ligaya,ASM4,PH012815000
PH025701005,Ligaya,ASM4,PH025701000
PH034907009,Ligaya,ASM4,PH034907000
PH034915011,Ligaya,ASM4,PH034915000
PH041016009,Ligaya,ASM4,PH041016000
PH084816005,Ligaya,ASM4,PH084816000
PH086011010,Ligaya,ASM4,PH086011000
PH098307013,Ligaya,ASM4,PH098307000
PH126303015,Ligaya,ASM4,PH126303000
PH175109008,Ligaya,ASM4,PH175109000
PH175909020,Ligaya (Pob.),ASM4,PH175909000
PH157011007,Ligayan,ASM4,PH157011000
PH050502022,Ligban,ASM4,PH050502000
PH137607007,Ligid-Tipas,ASM4,PH137607000
PH045618028,Ligpit Bantayan,ASM4,PH045618000
PH036916041,Ligtasan,ASM4,PH036916000
PH042117005,Ligtong I,ASM4,PH042117000
PH042117006,Ligtong II,ASM4,PH042117000
PH042117012,Ligtong III,ASM4,PH042117000
PH042117014,Ligtong IV,ASM4,PH042117000
PH063028052,Ligtos,ASM4,PH063028000
PH097213015,Liguac,ASM4,PH097213000
PH097338005,Liguac,ASM4,PH097338000
PH050515019,Liguan,ASM4,PH050515000
PH015511035,Ligue,ASM4,PH015511000
PH153612052,Ligue,ASM4,PH153612000
PH140108006,Liguis,ASM4,PH140108000
PH101320013,Liguron,ASM4,PH101320000
PH156616004,Lihbug Kabaw,ASM4,PH156616000
PH124710016,Lika,ASM4,PH124710000
PH175104013,Likas Ng Silangan (Pob.),ASM4,PH175104000
PH156616010,Likbah,ASM4,PH156616000
PH072208018,Liki,ASM4,PH072208000
PH072247012,Liki,ASM4,PH072247000
PH083723017,Likod,ASM4,PH083723000
PH156610008,Likud,ASM4,PH156610000
PH157008002,Likud Bakkao,ASM4,PH157008000
PH157006038,Likud Dampong,ASM4,PH157006000
PH157006019,Likud Tabawan,ASM4,PH157006000
PH036905013,Lilibangan,ASM4,PH036905000
PH015532041,Lilimasan,ASM4,PH015532000
PH101321013,Lilingayon,ASM4,PH101321000
PH124702019,Liliongan,ASM4,PH124702000
PH012819013,Liliputen,ASM4,PH012819000
PH126508009,Lilit,ASM4,PH126508000
PH153613022,Lilitun,ASM4,PH153613000
PH060413010,Lilo-an,ASM4,PH060413000
PH076104011,Lilo-an,ASM4,PH076104000
PH072245004,Liloan,ASM4,PH072245000
PH083738059,Liloan,ASM4,PH083738000
PH101801007,Liloan,ASM4,PH101801000
PH104203013,Liloan,ASM4,PH104203000
PH071224030,Liloan Norte,ASM4,PH071224000
PH071224031,Liloan Sur,ASM4,PH071224000
PH153603031,Lilod,ASM4,PH153603000
PH153619028,Lilod,ASM4,PH153619000
PH153634052,Lilod Borocot,ASM4,PH153634000
PH153617057,Lilod Madaya (Pob.),ASM4,PH153617000
PH153634048,Lilod Maguing,ASM4,PH153634000
PH153619030,Lilod Raybalai,ASM4,PH153619000
PH153617058,Lilod Saduc,ASM4,PH153617000
PH153626009,Lilod Tamparan,ASM4,PH153626000
PH153626077,Lilod Tubok,ASM4,PH153626000
PH045605019,Lilukin,ASM4,PH045605000
PH083726007,Lim-ao,ASM4,PH083726000
PH086008009,Lim-ao,ASM4,PH086008000
PH083741016,Lima,ASM4,PH083741000
PH097317016,Limabatong,ASM4,PH097317000
PH160202055,Limaha Pob. (Bgy. 14),ASM4,PH160202000
PH064514011,Limalima,ASM4,PH064514000
PH097311017,Limamawan,ASM4,PH097311000
PH097317014,Limamawan,ASM4,PH097317000
PH097328016,Limamawan,ASM4,PH097328000
PH043406008,Limao,ASM4,PH043406000
PH112317021,Limao,ASM4,PH112317000
PH097332040,Limaong,ASM4,PH097332000
PH086003082,Limarayon,ASM4,PH086003000
PH097344009,Limas,ASM4,PH097344000
PH097341006,Limason,ASM4,PH097341000
PH083728017,Limba,ASM4,PH083728000
PH112314006,Limba-an,ASM4,PH112314000
PH112507015,Limbahan,ASM4,PH112507000
PH153822005,Limbalud,ASM4,PH153822000
PH097338006,Limbayan,ASM4,PH097338000
PH153811013,Limbayan,ASM4,PH153811000
PH118204016,Limbo,ASM4,PH118204000
PH153603033,Limbo,ASM4,PH153603000
PH153812024,Limbo,ASM4,PH153812000
PH150706012,Limbo-Upas,ASM4,PH150706000
PH150705042,Limbocandis,ASM4,PH150705000
PH042110018,Limbon,ASM4,PH042110000
PH045645020,Limbon,ASM4,PH045645000
PH045804021,Limbon-limbon,ASM4,PH045804000
PH097225007,Limbonga (Limboangan),ASM4,PH097225000
PH150704006,Limbubong,ASM4,PH150704000
PH083748029,Limbuhan Daku,ASM4,PH083748000
PH083748030,Limbuhan Guti,ASM4,PH083748000
PH082607006,Limbujan,ASM4,PH082607000
PH083710039,Limburan,ASM4,PH083710000
PH175320013,Liminangcong,ASM4,PH175320000
PH150702028,Limo-ok,ASM4,PH150702000
PH071247020,Limocon,ASM4,PH071247000
PH153625013,Limogao,ASM4,PH153625000
PH071220023,Limokon Ilaod,ASM4,PH071220000
PH071220024,Limokon Ilaya,ASM4,PH071220000
PH175907006,Limon Norte,ASM4,PH175907000
PH175907007,Limon Sur,ASM4,PH175907000
PH097324016,Limonan,ASM4,PH097324000
PH104321007,Limonda,ASM4,PH104321000
PH143209014,Limos,ASM4,PH143209000
PH112511005,Limot,ASM4,PH112511000
PH160313005,Limot,ASM4,PH160313000
PH097216008,Limpapa,ASM4,PH097216000
PH097332041,Limpapa,ASM4,PH097332000
PH153835004,Limpongo,ASM4,PH153835000
PH126512014,Limuhay,ASM4,PH126512000
PH126505011,Limulan,ASM4,PH126505000
PH103503008,Limwag,ASM4,PH103503000
PH063029029,Linab,ASM4,PH063029000
PH060608031,Linaban,ASM4,PH060608000
PH097210012,Linabo,ASM4,PH097210000
PH101312026,Linabo,ASM4,PH101312000
PH101317012,Linabo,ASM4,PH101317000
PH097201053,Linabo (Pob.),ASM4,PH097201000
PH104302015,Linabu,ASM4,PH104302000
PH060407009,Linabuan Norte,ASM4,PH060407000
PH060403013,Linabuan Sur,ASM4,PH060403000
PH118601012,Linadasan,ASM4,PH118601000
PH051710007,Linaga,ASM4,PH051710000
PH063029027,Liñagan Calsada,ASM4,PH063029000
PH063029028,Liñagan Tacas,ASM4,PH063029000
PH023115021,Linamanan,ASM4,PH023115000
PH061906017,Linambasan,ASM4,PH061906000
PH153624045,Linamon,ASM4,PH153624000
PH061912016,Linampongan,ASM4,PH061912000
PH153816019,Linamunan,ASM4,PH153816000
PH126317009,Linan,ASM4,PH126317000
PH153810017,Linandangan,ASM4,PH153810000
PH124704016,Linangcob,ASM4,PH124704000
PH104320002,Linangkayan,ASM4,PH104320000
PH153837009,Linantangan,ASM4,PH153837000
PH074605006,Linantayan,ASM4,PH074605000
PH074611016,Linantuyan,ASM4,PH074611000
PH021505027,Linao,ASM4,PH021505000
PH034914002,Linao,ASM4,PH034914000
PH036911005,Linao,ASM4,PH036911000
PH050507021,Linao,ASM4,PH050507000
PH050515020,Linao,ASM4,PH050515000
PH061909028,Linao,ASM4,PH061909000
PH063007017,Linao,ASM4,PH063007000
PH072232007,Linao,ASM4,PH072232000
PH072250008,Linao,ASM4,PH072250000
PH083721013,Linao,ASM4,PH083721000
PH083738060,Linao,ASM4,PH083738000
PH083742014,Linao,ASM4,PH083742000
PH083748031,Linao,ASM4,PH083748000
PH103521009,Linao,ASM4,PH103521000
PH112324006,Linao,ASM4,PH112324000
PH124708019,Linao,ASM4,PH124708000
PH153604018,Linao,ASM4,PH153604000
PH153613023,Linao,ASM4,PH153613000
PH153625012,Linao,ASM4,PH153625000
PH175904002,Linao,ASM4,PH175904000
PH064515010,Linao,ASM4,PH064515000
PH074622011,Linao,ASM4,PH074622000
PH021529027,Linao East,ASM4,PH021529000
PH021529046,Linao Norte,ASM4,PH021529000
PH021529047,Linao West,ASM4,PH021529000
PH064507017,Linaon,ASM4,PH064507000
PH013320012,Linapew,ASM4,PH013320000
PH037111008,Linasin,ASM4,PH037111000
PH061909029,Linateran,ASM4,PH061909000
PH071203008,Linawan,ASM4,PH071203000
PH112401012,Linawan,ASM4,PH112401000
PH175912004,Linawan,ASM4,PH175912000
PH097207006,Linay,ASM4,PH097207000
PH097224007,Linay,ASM4,PH097224000
PH060401006,Linayasan,ASM4,PH060401000
PH063004015,Linayuan,ASM4,PH063004000
PH071232014,Lincod,ASM4,PH071232000
PH104203014,Linconan,ASM4,PH104203000
PH086025017,Lincoro,ASM4,PH086025000
PH063016018,Lincud,ASM4,PH063016000
PH118209008,Linda,ASM4,PH118209000
PH101314009,Lindaban,ASM4,PH101314000
PH098303011,Lindang,ASM4,PH098303000
PH060607050,Lindero,ASM4,PH060607000
PH060609021,Lindero,ASM4,PH060609000
PH060610007,Lindero,ASM4,PH060610000
PH072246016,Lindogon,ASM4,PH072246000
PH103503009,Lindongan,ASM4,PH103503000
PH103514011,Lindongan,ASM4,PH103514000
PH103521010,Lindongan,ASM4,PH103521000
PH153626010,Lindongan,ASM4,PH153626000
PH153611052,Lindongan Dialongana,ASM4,PH153611000
PH166818016,Lindoy,ASM4,PH166818000
PH153807022,Linek,ASM4,PH153807000
PH043422008,Linga,ASM4,PH043422000
PH156604014,Lingah,ASM4,PH156604000
PH023134008,Lingaling,ASM4,PH023134000
PH023137025,Lingaling,ASM4,PH023137000
PH097210013,Lingasad,ASM4,PH097210000
PH101301008,Lingating,ASM4,PH101301000
PH097207020,Lingatongan,ASM4,PH097207000
PH104206006,Lingatongan,ASM4,PH104206000
PH140104003,Lingay,ASM4,PH140104000
PH142703013,Lingay,ASM4,PH142703000
PH160207005,Lingayao,ASM4,PH160207000
PH083702027,Lingayon,ASM4,PH083702000
PH097216009,Lingayon,ASM4,PH097216000
PH103514012,Lingco-an,ASM4,PH103514000
PH103521011,Lingco-an,ASM4,PH103521000
PH043405021,Lingga,ASM4,PH043405000
PH104302016,Linggangao,ASM4,PH104302000
PH101320014,Lingi-on,ASM4,PH101320000
PH101314010,Lingion,ASM4,PH101314000
PH023101014,Linglingay,ASM4,PH023101000
PH023108040,Linglingay,ASM4,PH023108000
PH023113011,Linglingay,ASM4,PH023113000
PH034917014,Linglingay,ASM4,PH034917000
PH144401007,Lingoy,ASM4,PH144401000
PH012903012,Lingsat,ASM4,PH012903000
PH012926018,Lingsat,ASM4,PH012926000
PH013314030,Lingsat,ASM4,PH013314000
PH140101011,Lingtan,ASM4,PH140101000
PH021527016,Lingu,ASM4,PH021527000
PH098316006,Linguisan,ASM4,PH098316000
PH137504014,Lingunan,ASM4,PH137504000
PH166813014,Linibonan,ASM4,PH166813000
PH103514013,Lininding,ASM4,PH103514000
PH153621015,Lininding,ASM4,PH153621000
PH103517010,Linindingan,ASM4,PH103517000
PH153620054,Linindingan,ASM4,PH153620000
PH166805009,Lininti-an (Pob.),ASM4,PH166805000
PH015503014,Linmansangan,ASM4,PH015503000
PH015512009,Linmansangan,ASM4,PH015512000
PH015527042,Linmansangan,ASM4,PH015527000
PH021521014,Linno (Villa Cruz*),ASM4,PH021521000
PH118208011,Linoan,ASM4,PH118208000
PH063045038,Linobayan,ASM4,PH063045000
PH015513016,Linoc,ASM4,PH015513000
PH097341007,Linoguayan,ASM4,PH097341000
PH097313010,Linokmadalum,ASM4,PH097313000
PH023115022,Linomot,ASM4,PH023115000
PH013317012,Linong,ASM4,PH013317000
PH150708002,Linongan,ASM4,PH150708000
PH166719007,Linongganan,ASM4,PH166719000
PH086012020,Linonoban,ASM4,PH086012000
PH112317022,Linosutan,ASM4,PH112317000
PH074608004,Linothangan,ASM4,PH074608000
PH097216010,Lintangan,ASM4,PH097216000
PH083708039,Lintaon,ASM4,PH083708000
PH012902010,Lintic,ASM4,PH012902000
PH071230040,Lintuan,ASM4,PH071230000
PH097302032,Lintugop,ASM4,PH097302000
PH097343012,Lintum,ASM4,PH097343000
PH013308008,Linuan,ASM4,PH013308000
PH150709012,Linuan,ASM4,PH150709000
PH156609026,Linuho,ASM4,PH156609000
PH153609009,Linuk,ASM4,PH153609000
PH153613024,Linuk,ASM4,PH153613000
PH153614013,Linuk,ASM4,PH153614000
PH153623022,Linuk,ASM4,PH153623000
PH153626011,Linuk,ASM4,PH153626000
PH153604019,Linuk (Pob.),ASM4,PH153604000
PH153626013,Linuk Oriental,ASM4,PH153626000
PH037111010,Linusungan,ASM4,PH037111000
PH072205030,Linut-od,ASM4,PH072205000
PH013311023,Lioac Norte,ASM4,PH013311000
PH013311024,Lioac Sur,ASM4,PH013311000
PH012808008,Lioes,ASM4,PH012808000
PH054105016,Liong,ASM4,PH054105000
PH061914034,Liong,ASM4,PH061914000
PH072224024,Liong,ASM4,PH072224000
PH101802004,Liong,ASM4,PH101802000
PH153604020,Liong,ASM4,PH153604000
PH153806025,Liong,ASM4,PH153806000
PH153814011,Liong,ASM4,PH153814000
PH153818004,Liong,ASM4,PH153818000
PH153836010,Liong,ASM4,PH153836000
PH037108007,Liozon,ASM4,PH037108000
PH063039018,Lip-ac,ASM4,PH063039000
PH072245005,Lip-tong,ASM4,PH072245000
PH101317013,Lipa,ASM4,PH101317000
PH153818005,Lipa,ASM4,PH153818000
PH174005032,Lipa,ASM4,PH174005000
PH098308016,Lipacan,ASM4,PH098308000
PH041023020,Lipahan,ASM4,PH041023000
PH097211007,Lipakan,ASM4,PH097211000
PH097213017,Lipakan,ASM4,PH097213000
PH086412016,Lipanto,ASM4,PH086412000
PH153805021,Lipao,ASM4,PH153805000
PH056213027,Lipason,ASM4,PH056213000
PH064505018,Lipat-on,ASM4,PH064505000
PH045629008,Lipata,ASM4,PH045629000
PH045631007,Lipata,ASM4,PH045631000
PH054102015,Lipata,ASM4,PH054102000
PH060606024,Lipata,ASM4,PH060606000
PH063008010,Lipata,ASM4,PH063008000
PH071235013,Lipata,ASM4,PH071235000
PH084801011,Lipata,ASM4,PH084801000
PH086010017,Lipata,ASM4,PH086010000
PH086022016,Lipata,ASM4,PH086022000
PH166724024,Lipata,ASM4,PH166724000
PH021526015,Lipatan,ASM4,PH021526000
PH097308018,Lipawan,ASM4,PH097308000
PH153818006,Lipawan,ASM4,PH153818000
PH012822011,Lipay,ASM4,PH012822000
PH015547009,Lipay,ASM4,PH015547000
PH037108008,Lipay,ASM4,PH037108000
PH037113011,Lipay,ASM4,PH037113000
PH097222012,Lipay,ASM4,PH097222000
PH037105010,Lipay-Dingin-Panibuatan,ASM4,PH037105000
PH013315013,Lipay Este,ASM4,PH013315000
PH013315014,Lipay Norte,ASM4,PH013315000
PH013315015,Lipay Proper,ASM4,PH013315000
PH013315016,Lipay Sur,ASM4,PH013315000
PH074609011,Lipayo,ASM4,PH074609000
PH072209013,Lipayran,ASM4,PH072209000
PH140101012,Lipcan,ASM4,PH140101000
PH051734021,Lipilip,ASM4,PH051734000
PH012905016,Lipit,ASM4,PH012905000
PH037706014,Lipit,ASM4,PH037706000
PH015533027,Lipit-Tomeeng,ASM4,PH015533000
PH015525025,Lipit Norte,ASM4,PH015525000
PH015525026,Lipit Sur,ASM4,PH015525000
PH118605003,Lipol,ASM4,PH118605000
PH041005037,"Liponpon, Isla Verde",ASM4,PH041005000
PH104210031,Liposong,ASM4,PH104210000
PH051721010,Lipot,ASM4,PH051721000
PH175308004,Lipot North (Pob.),ASM4,PH175308000
PH175308005,Lipot South (Pob.),ASM4,PH175308000
PH074603009,Liptong,ASM4,PH074603000
PH074623014,Liptong,ASM4,PH074623000
PH025015004,Lipuga,ASM4,PH025015000
PH156609027,Lipunos,ASM4,PH156609000
PH031412013,Liputan,ASM4,PH031412000
PH013309005,Liquicia,ASM4,PH013309000
PH012920019,Lira (Pob.),ASM4,PH012920000
PH101320015,Lirongan,ASM4,PH101320000
PH175203015,Lisap,ASM4,PH175203000
PH166724025,Lisondra,ASM4,PH166724000
PH013303021,Lisqueb,ASM4,PH013303000
PH060602024,Lisub,ASM4,PH060602000
PH060601011,Lisub A,ASM4,PH060601000
PH060601012,Lisub B,ASM4,PH060601000
PH023117004,Lita (Pob.),ASM4,PH023117000
PH045647039,Lita (Pob.),ASM4,PH045647000
PH097222013,Litalip,ASM4,PH097222000
PH097343013,Litan,ASM4,PH097343000
PH097337006,Litapan,ASM4,PH097337000
PH104210032,Litapan,ASM4,PH104210000
PH097216011,Litawan,ASM4,PH097216000
PH098301014,Litayon,ASM4,PH098301000
PH086004017,Literon,ASM4,PH086004000
PH042118021,Litlit,ASM4,PH042118000
PH097215012,Litolet,ASM4,PH097215000
PH112414011,Litos,ASM4,PH112414000
PH098304009,Little Baguio,ASM4,PH098304000
PH098306014,Little Baguio,ASM4,PH098306000
PH101318016,Little Baguio,ASM4,PH101318000
PH118603022,Little Baguio,ASM4,PH118603000
PH126313020,Little Baguio,ASM4,PH126313000
PH137405009,Little Baguio,ASM4,PH137405000
PH098316021,Little Margos,ASM4,PH098316000
PH112315016,Little Panay,ASM4,PH112315000
PH142707019,Little Tadian,ASM4,PH142707000
PH175212020,Little Tanauan,ASM4,PH175212000
PH084808034,Little Venice (Pob.),ASM4,PH084808000
PH156613028,Liu-Bud Pantao,ASM4,PH156613000
PH015514015,Liwa-liwa,ASM4,PH015514000
PH051729012,Liwacsa,ASM4,PH051729000
PH021521015,Liwan,ASM4,PH021521000
PH143211006,Liwan East,ASM4,PH143211000
PH021512011,Liwan Norte,ASM4,PH021512000
PH021512012,Liwan Sur,ASM4,PH021512000
PH143211007,Liwan West,ASM4,PH143211000
PH023137026,Liwanag,ASM4,PH023137000
PH097214011,Liwanag,ASM4,PH097214000
PH141102145,Liwanag-Loakan,ASM4,PH141102000
PH175316020,Liwanag (Pob.),ASM4,PH175316000
PH175909021,Liwanag (Pob.),ASM4,PH175909000
PH126302014,Liwanay (Barrio 1),ASM4,PH126302000
PH025703019,Liwayway,ASM4,PH025703000
PH034928003,Liwayway,ASM4,PH034928000
PH045627012,Liwayway,ASM4,PH045627000
PH083730011,Liwayway,ASM4,PH083730000
PH175909031,Liwayway (Pob.),ASM4,PH175909000
PH023102029,Liwliwa,ASM4,PH023102000
PH142706019,Liwo,ASM4,PH142706000
PH060609022,Liya-liya,ASM4,PH060609000
PH157001014,Liyaburan,ASM4,PH157001000
PH030811014,Liyang,ASM4,PH030811000
PH031410023,Liyang,ASM4,PH031410000
PH043408014,Liyang,ASM4,PH043408000
PH043429011,Liyang,ASM4,PH043429000
PH097201020,Liyang,ASM4,PH097201000
PH157003014,Liyubud,ASM4,PH157003000
PH112402057,Lizada,ASM4,PH112402000
PH097322028,Lizon Valley,ASM4,PH097322000
PH168504015,Llamera,ASM4,PH168504000
PH043429012,Llavac,ASM4,PH043429000
PH045638005,Llavac,ASM4,PH045638000
PH013320020,Lloren,ASM4,PH013320000
PH071210019,Lo-oc,ASM4,PH071210000
PH084801020,Lo-oc,ASM4,PH084801000
PH074604018,Lo-oc,ASM4,PH074604000
PH084809009,Lo-ok,ASM4,PH084809000
PH086401008,Lo-ok,ASM4,PH086401000
PH087801004,Lo-ok,ASM4,PH087801000
PH150702032,Lo-ok,ASM4,PH150702000
PH064505019,Lo-ok (Pob.),ASM4,PH064505000
PH063015013,Lo-ong,ASM4,PH063015000
PH141106004,Loacan,ASM4,PH141106000
PH141102054,Loakan Proper,ASM4,PH141102000
PH072251021,Loay,ASM4,PH072251000
PH097223018,Loay,ASM4,PH097223000
PH051718033,Loba-loba,ASM4,PH051718000
PH037706015,Lobbot,ASM4,PH037706000
PH083717030,Lobe-lobe,ASM4,PH083717000
PH083717060,Lobe-lobe East,ASM4,PH083717000
PH086018009,Lobelobe,ASM4,PH086018000
PH071239012,Lobgob,ASM4,PH071239000
PH098303012,Lobing,ASM4,PH098303000
PH086005024,Lobo,ASM4,PH086005000
PH086411011,Lobo,ASM4,PH086411000
PH166805017,Lobo,ASM4,PH166805000
PH153611054,Lobo Basara,ASM4,PH153611000
PH098316016,Loboc,ASM4,PH098316000
PH063022094,Loboc-Lapuz,ASM4,PH063022000
PH104209021,Loboc Lower,ASM4,PH104209000
PH104209022,Loboc Upper,ASM4,PH104209000
PH071221011,Lobogon,ASM4,PH071221000
PH104201015,Lobogon,ASM4,PH104201000
PH166708014,Lobogon,ASM4,PH166708000
PH015534010,Lobong,ASM4,PH015534000
PH051703011,Lobong,ASM4,PH051703000
PH143215011,Loccong,ASM4,PH143215000
PH037108009,Locloc,ASM4,PH037108000
PH041006018,Locloc,ASM4,PH041006000
PH041024012,Locloc,ASM4,PH041024000
PH064515011,Locotan,ASM4,PH064515000
PH063023051,Locsin (Pob.),ASM4,PH063023000
PH054117015,Locso-An,ASM4,PH054117000
PH082604029,Locso-on,ASM4,PH082604000
PH104216021,Locso-on,ASM4,PH104216000
PH071247021,Loctob,ASM4,PH071247000
PH086013015,Loctob,ASM4,PH086013000
PH061914036,Loctugan,ASM4,PH061914000
PH097307026,Locuban,ASM4,PH097307000
PH104213011,Locus,ASM4,PH104213000
PH104203015,Lodiong,ASM4,PH104203000
PH041014025,Lodlod,ASM4,PH041014000
PH021516021,Logac,ASM4,PH021516000
PH098305043,Logan,ASM4,PH098305000
PH175910018,Logbon,ASM4,PH175910000
PH086010006,Logero,ASM4,PH086010000
PH060410011,Logohon,ASM4,PH060410000
PH072221010,Logon,ASM4,PH072221000
PH098308018,Logpond,ASM4,PH098308000
PH098313044,Logpond,ASM4,PH098313000
PH083710040,Logsongan,ASM4,PH083710000
PH076104013,Logucan,ASM4,PH076104000
PH104301006,Loguilo,ASM4,PH104301000
PH063019012,Loguingot (Loguingot Island),ASM4,PH063019000
PH021504032,Logung,ASM4,PH021504000
PH051717017,Loho,ASM4,PH051717000
PH051730022,Lohong,ASM4,PH051730000
PH012818015,Loing (Pob.),ASM4,PH012818000
PH086022017,Lokilokon,ASM4,PH086022000
PH031404013,Lolomboy,ASM4,PH031404000
PH041007021,Loma,ASM4,PH041007000
PH042102005,Loma,ASM4,PH042102000
PH043403011,Loma,ASM4,PH043403000
PH031411006,Loma de Gato,ASM4,PH031411000
PH050504018,Lomacao,ASM4,PH050504000
PH076101008,Lomangcapan,ASM4,PH076101000
PH071246031,Lomangog,ASM4,PH071246000
PH071227011,Lomanoy,ASM4,PH071227000
PH082623010,Lomatud (Burak),ASM4,PH082623000
PH072229008,Lombo,ASM4,PH072229000
PH071223016,Lombog,ASM4,PH071223000
PH013317013,Lomboy,ASM4,PH013317000
